EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
189873.400,192087.500,196447.300,247756.700,69980.090,199621.000,190078.100,696837.500,0.000
189860.000,192069.300,196414.000,246588.100,69929.310,199610.000,189977.000,695956.200,0.000
189877.100,192088.500,196432.700,245500.500,69947.820,199623.700,189984.300,695021.100,0.000
189878.200,192090.100,196456.500,246490.700,69995.480,199627.100,190102.600,695344.300,0.000
189870.500,192087.200,196461.900,247810.400,70012.550,199617.100,190142.800,696395.600,0.000
189858.800,192072.300,196437.300,247665.800,69976.250,199609.200,190068.400,696633.800,0.000
189864.800,192072.800,196423.200,246520.700,69939.870,199616.500,189980.600,695764.500,0.000
189884.300,192094.500,196444.900,245453.500,69958.730,199632.000,189988.300,694845.100,0.000
189890.400,192099.000,196470.600,246441.500,70007.370,199635.800,190104.800,695173.200,0.000
189889.600,192100.600,196479.300,247751.000,70028.200,199637.400,190154.300,696211.200,0.000
189876.400,192086.400,196451.400,247609.800,69989.570,199625.600,190080.900,696450.000,0.000
189858.700,192066.100,196414.900,246460.000,69933.520,199609.500,189975.800,695567.600,0.000
189868.900,192080.500,196429.000,245432.000,69949.160,199620.500,189983.400,694691.000,0.000
189878.300,192090.100,196457.700,246399.400,70001.910,199629.900,190098.000,695028.100,0.000
189889.300,192104.000,196477.400,247671.400,70034.730,199640.100,190154.600,696049.200,0.000
189885.800,192101.500,196461.900,247540.100,70006.470,199641.800,190091.200,696304.100,0.000
189870.300,192083.200,196429.700,246469.000,69954.800,199628.700,189993.700,695500.900,0.000
189874.400,192089.500,196438.300,245609.100,69963.730,199631.100,189999.400,694796.600,0.000
189867.000,192084.300,196446.600,246427.300,69990.110,199621.100,190076.700,695092.400,0.000
189876.800,192099.200,196466.200,247535.100,70020.600,199628.200,190126.500,695988.900,0.000
189873.900,192095.100,196455.100,247440.000,69998.420,199632.600,190076.800,696253.900,0.000
189885.400,192102.900,196451.500,246462.800,69977.590,199648.300,190016.700,695519.400,0.000
189898.900,192119.600,196467.600,245682.300,69995.480,199657.000,190032.700,694879.600,0.000
189882.200,192098.000,196461.000,246395.300,70006.830,199637.800,190090.200,695098.800,0.000
189891.400,192112.000,196478.400,247434.900,70035.620,199648.600,190140.400,695920.500,0.000
189876.100,192099.700,196453.200,247334.000,70001.910,199638.100,190076.100,696149.400,0.000
189867.700,192087.300,196430.500,246361.700,69962.130,199631.900,189996.300,695392.400,0.000
189884.100,192107.400,196453.300,245624.300,69986.270,199647.600,190017.200,694775.100,0.000
189881.300,192099.300,196461.900,246312.700,70009.780,199638.800,190081.800,694970.100,0.000
189896.300,192118.300,196483.100,247330.600,70043.580,199650.300,190138.600,695754.900,0.000
189887.600,192110.800,196463.000,247247.800,70014.520,199647.200,190085.600,695978.800,0.000
189891.100,192108.200,196448.400,246300.200,69984.030,199652.900,190018.100,695223.600,0.000
189908.400,192123.900,196468.500,245580.100,70005.480,199661.900,190036.700,694604.800,0.000
189901.500,192111.600,196470.900,246244.100,70023.550,199650.500,190096.500,694763.400,0.000
189904.400,192116.100,196481.700,247242.700,70044.110,199650.300,190140.800,695503.600,0.000
189896.900,192108.200,196466.000,247173.600,70020.240,199649.900,190090.600,695713.600,0.000
189885.500,192092.500,196440.200,246233.600,69977.410,199637.800,190007.500,694940.200,0.000
189877.000,192087.400,196437.100,245517.000,69976.250,199627.800,190004.600,694313.200,0.000
189885.000,192099.000,196457.800,246180.900,70012.100,199640.100,190082.100,694478.400,0.000
189909.600,192128.700,196491.600,247182.200,70057.520,199663.500,190149.500,695213.900,0.000
189892.500,192118.400,196469.100,247108.000,70025.600,199656.500,190090.300,695405.600,0.000
189876.200,192098.900,196438.300,246180.400,69980.010,199645.200,190004.900,694634.900,0.000
189898.100,192117.700,196461.000,245511.700,70003.520,199658.800,190031.000,694051.300,0.000
189897.400,192113.500,196470.100,246147.700,70027.040,199660.800,190098.300,694203.000,0.000
189898.600,192115.800,196479.200,247111.400,70047.510,199659.200,190143.100,694916.100,0.000
